word,n,proportion
entrées,3,0.0182370820668693
envoyer,3,0.0182370820668693
equipe,3,0.0182370820668693
equipes,3,0.0182370820668693
ergonomie,3,0.0182370820668693
essentiel,3,0.0182370820668693
exclusivement,3,0.0182370820668693
extérieure,3,0.0182370820668693
faciliter,3,0.0182370820668693
faisant,3,0.0182370820668693
faite,3,0.0182370820668693
faits,3,0.0182370820668693
fatigué,3,0.0182370820668693
ferait,3,0.0182370820668693
financier,3,0.0182370820668693
fonctionne,3,0.0182370820668693
fonctions,3,0.0182370820668693
fourni,3,0.0182370820668693
globale,3,0.0182370820668693
géographique,3,0.0182370820668693
gériatrique,3,0.0182370820668693
hopital,3,0.0182370820668693
hospit,3,0.0182370820668693
hospitalisations,3,0.0182370820668693
hyperalgique,3,0.0182370820668693
immobilisation,3,0.0182370820668693
immédiatement,3,0.0182370820668693
impacté,3,0.0182370820668693
importante,3,0.0182370820668693
impossible,3,0.0182370820668693
inclus,3,0.0182370820668693
indispensable,3,0.0182370820668693
informations,3,0.0182370820668693
inquiétude,3,0.0182370820668693
inter,3,0.0182370820668693
intimité,3,0.0182370820668693
intégré,3,0.0182370820668693
inutiles,3,0.0182370820668693
ioa,3,0.0182370820668693
ligne,3,0.0182370820668693
logistique,3,0.0182370820668693
luxation,3,0.0182370820668693
lzs,3,0.0182370820668693
maisons,3,0.0182370820668693
manager,3,0.0182370820668693
medecins,3,0.0182370820668693
menacée,3,0.0182370820668693
mesures,3,0.0182370820668693
minutes,3,0.0182370820668693
mix,3,0.0182370820668693
moindre,3,0.0182370820668693
montagne,3,0.0182370820668693
médicalisée,3,0.0182370820668693
naturelle,3,0.0182370820668693
necessite,3,0.0182370820668693
neufs,3,0.0182370820668693
notion,3,0.0182370820668693
numéros,3,0.0182370820668693
obligatoire,3,0.0182370820668693
opérationnel,3,0.0182370820668693
ordinateurs,3,0.0182370820668693
organe,3,0.0182370820668693
organisations,3,0.0182370820668693
organiser,3,0.0182370820668693
ouverte,3,0.0182370820668693
participe,3,0.0182370820668693
passant,3,0.0182370820668693
passé,3,0.0182370820668693
patienter,3,0.0182370820668693
paye,3,0.0182370820668693
performance,3,0.0182370820668693
permanente,3,0.0182370820668693
permettent,3,0.0182370820668693
petites,3,0.0182370820668693
peux,3,0.0182370820668693
pièce,3,0.0182370820668693
polis,3,0.0182370820668693
ponction,3,0.0182370820668693
poser,3,0.0182370820668693
posté,3,0.0182370820668693
pouvait,3,0.0182370820668693
praticien,3,0.0182370820668693
praticiens,3,0.0182370820668693
première,3,0.0182370820668693
premières,3,0.0182370820668693
principalement,3,0.0182370820668693
priorisation,3,0.0182370820668693
privé,3,0.0182370820668693
privés,3,0.0182370820668693
procédures,3,0.0182370820668693
programmés,3,0.0182370820668693
proposer,3,0.0182370820668693
protection,3,0.0182370820668693
précis,3,0.0182370820668693
précédemment,3,0.0182370820668693
présent,3,0.0182370820668693
psychiatriques,3,0.0182370820668693
période,3,0.0182370820668693
périphérique,3,0.0182370820668693
qualifié,3,0.0182370820668693
qvt,3,0.0182370820668693
radiologie,3,0.0182370820668693
recruter,3,0.0182370820668693
relation,3,0.0182370820668693
relationnel,3,0.0182370820668693
relatives,3,0.0182370820668693
remplacer,3,0.0182370820668693
représente,3,0.0182370820668693
respectueux,3,0.0182370820668693
responsabilités,3,0.0182370820668693
ressource,3,0.0182370820668693
rmm,3,0.0182370820668693
réactivité,3,0.0182370820668693
récents,3,0.0182370820668693
réduction,3,0.0182370820668693
régionaux,3,0.0182370820668693
répartition,3,0.0182370820668693
répond,3,0.0182370820668693
réservé,3,0.0182370820668693
résultats,3,0.0182370820668693
réunions,3,0.0182370820668693
satisfaction,3,0.0182370820668693
sdis,3,0.0182370820668693
secrétaires,3,0.0182370820668693
semi,3,0.0182370820668693
senior,3,0.0182370820668693
sens,3,0.0182370820668693
sereine,3,0.0182370820668693
servir,3,0.0182370820668693
shift,3,0.0182370820668693
simplement,3,0.0182370820668693
simulations,3,0.0182370820668693
situe,3,0.0182370820668693
soignante,3,0.0182370820668693
solidaire,3,0.0182370820668693
soudain,3,0.0182370820668693
soudaine,3,0.0182370820668693
soutien,3,0.0182370820668693
space,3,0.0182370820668693
stage,3,0.0182370820668693
stagnation,3,0.0182370820668693
statut,3,0.0182370820668693
strictement,3,0.0182370820668693
suivis,3,0.0182370820668693
suspicion,3,0.0182370820668693
suture,3,0.0182370820668693
sutures,3,0.0182370820668693
systeme,3,0.0182370820668693
systématique,3,0.0182370820668693
sécuritaires,3,0.0182370820668693
séparer,3,0.0182370820668693
séparé,3,0.0182370820668693
taches,3,0.0182370820668693
technicité,3,0.0182370820668693
terrain,3,0.0182370820668693
terre,3,0.0182370820668693
toilettes,3,0.0182370820668693
traitants,3,0.0182370820668693
trauma,3,0.0182370820668693
troubles,3,0.0182370820668693
tâches,3,0.0182370820668693
umh,3,0.0182370820668693
unique,3,0.0182370820668693
unité,3,0.0182370820668693
valeur,3,0.0182370820668693
valide,3,0.0182370820668693
valorisation,3,0.0182370820668693
variété,3,0.0182370820668693
veut,3,0.0182370820668693
viennent,3,0.0182370820668693
visite,3,0.0182370820668693
volonté,3,0.0182370820668693
âgées,3,0.0182370820668693
échographe,3,0.0182370820668693
écran,3,0.0182370820668693
éducation,3,0.0182370820668693
égal,3,0.0182370820668693
éléments,3,0.0182370820668693
étages,3,0.0182370820668693
étude,3,0.0182370820668693
évitant,3,0.0182370820668693
évoluer,3,0.0182370820668693
abdo,2,0.0121580547112462
absorber,2,0.0121580547112462
accepté,2,0.0121580547112462
accueilli,2,0.0121580547112462
actes,2,0.0121580547112462
adaptabilité,2,0.0121580547112462
administrative,2,0.0121580547112462
adéquates,2,0.0121580547112462
adéquation,2,0.0121580547112462
aeg,2,0.0121580547112462
afflux,2,0.0121580547112462
age,2,0.0121580547112462
agressif,2,0.0121580547112462
agressions,2,0.0121580547112462
agréables,2,0.0121580547112462
ajoutée,2,0.0121580547112462
algorithmes,2,0.0121580547112462
aléa,2,0.0121580547112462
ambu,2,0.0121580547112462
ambulanciers,2,0.0121580547112462
amener,2,0.0121580547112462
amélioration,2,0.0121580547112462
anamnèse,2,0.0121580547112462
anticipation,2,0.0121580547112462
anticiper,2,0.0121580547112462
anxiogène,2,0.0121580547112462
anémie,2,0.0121580547112462
appelle,2,0.0121580547112462
apportée,2,0.0121580547112462
approprié,2,0.0121580547112462
appropriée,2,0.0121580547112462
arrivant,2,0.0121580547112462
arrivants,2,0.0121580547112462
arrive,2,0.0121580547112462
arrivent,2,0.0121580547112462
arrêt,2,0.0121580547112462
ars,2,0.0121580547112462
ash,2,0.0121580547112462
assis,2,0.0121580547112462
assistance,2,0.0121580547112462
attendant,2,0.0121580547112462
augmentation,2,0.0121580547112462
avc,2,0.0121580547112462
avp,2,0.0121580547112462
baisse,2,0.0121580547112462
bannir,2,0.0121580547112462
base,2,0.0121580547112462
bassin,2,0.0121580547112462
beau,2,0.0121580547112462
bienveillant,2,0.0121580547112462
bilans,2,0.0121580547112462
bio,2,0.0121580547112462
biologique,2,0.0121580547112462
bloc,2,0.0121580547112462
blocs,2,0.0121580547112462
bobologie,2,0.0121580547112462
bosse,2,0.0121580547112462
boulot,2,0.0121580547112462
bout,2,0.0121580547112462
brutalement,2,0.0121580547112462
brûlures,2,0.0121580547112462
budget,2,0.0121580547112462
bâtiment,2,0.0121580547112462
bénigne,2,0.0121580547112462
bénéfice,2,0.0121580547112462
calmes,2,0.0121580547112462
cardiologie,2,0.0121580547112462
cause,2,0.0121580547112462
causer,2,0.0121580547112462
celle,2,0.0121580547112462
celles,2,0.0121580547112462
cellule,2,0.0121580547112462
celui,2,0.0121580547112462
centrale,2,0.0121580547112462
centres,2,0.0121580547112462
cependant,2,0.0121580547112462
certaines,2,0.0121580547112462
certificats,2,0.0121580547112462
cesser,2,0.0121580547112462
cesu,2,0.0121580547112462
chambres,2,0.0121580547112462
changent,2,0.0121580547112462
chef,2,0.0121580547112462
choisit,2,0.0121580547112462
choix,2,0.0121580547112462
claire,2,0.0121580547112462
clairs,2,0.0121580547112462
cohérente,2,0.0121580547112462
collaboratif,2,0.0121580547112462
combine,2,0.0121580547112462
commun,2,0.0121580547112462
commune,2,0.0121580547112462
communes,2,0.0121580547112462
communiquer,2,0.0121580547112462
communs,2,0.0121580547112462
comorbidites,2,0.0121580547112462
complexes,2,0.0121580547112462
complication,2,0.0121580547112462
composé,2,0.0121580547112462
comprenant,2,0.0121580547112462
comprendrait,2,0.0121580547112462
comprennent,2,0.0121580547112462
comprise,2,0.0121580547112462
compromettre,2,0.0121580547112462
compréhensifs,2,0.0121580547112462
comptant,2,0.0121580547112462
con,2,0.0121580547112462
concentrer,2,0.0121580547112462
concernés,2,0.0121580547112462
condition,2,0.0121580547112462
conflit,2,0.0121580547112462
confortables,2,0.0121580547112462
connaissances,2,0.0121580547112462
connaissant,2,0.0121580547112462
connaissent,2,0.0121580547112462
connaître,2,0.0121580547112462
cons,2,0.0121580547112462
consacrer,2,0.0121580547112462
conseils,2,0.0121580547112462
consequences,2,0.0121580547112462
considéré,2,0.0121580547112462
consulte,2,0.0121580547112462
continu,2,0.0121580547112462
continuer,2,0.0121580547112462
continuité,2,0.0121580547112462
contraint,2,0.0121580547112462
contrat,2,0.0121580547112462
contre,2,0.0121580547112462
contrôle,2,0.0121580547112462
convivial,2,0.0121580547112462
coro,2,0.0121580547112462
correspond,2,0.0121580547112462
couleurs,2,0.0121580547112462
couper,2,0.0121580547112462
courage,2,0.0121580547112462
crise,2,0.0121580547112462
critères,2,0.0121580547112462
croisent,2,0.0121580547112462
crra,2,0.0121580547112462
cta,2,0.0121580547112462
cump,2,0.0121580547112462
dangereux,2,0.0121580547112462
deficit,2,0.0121580547112462
demain,2,0.0121580547112462
depend,2,0.0121580547112462
dernier,2,0.0121580547112462
derrière,2,0.0121580547112462
desmu,2,0.0121580547112462
detresse,2,0.0121580547112462
developper,2,0.0121580547112462
diagnostiques,2,0.0121580547112462
difficilement,2,0.0121580547112462
dignes,2,0.0121580547112462
dignité,2,0.0121580547112462
dimensionnée,2,0.0121580547112462
dimensionnés,2,0.0121580547112462
diminution,2,0.0121580547112462
directes,2,0.0121580547112462
dirigeants,2,0.0121580547112462
discipline,2,0.0121580547112462
dispatcher,2,0.0121580547112462
dispositifs,2,0.0121580547112462
disposition,2,0.0121580547112462
diversifiés,2,0.0121580547112462
doc,2,0.0121580547112462
donne,2,0.0121580547112462
donnée,2,0.0121580547112462
drainages,2,0.0121580547112462
dure,2,0.0121580547112462
débuter,2,0.0121580547112462
déchocage,2,0.0121580547112462
déclenchement,2,0.0121580547112462
décompresser,2,0.0121580547112462
découle,2,0.0121580547112462
défaillante,2,0.0121580547112462
dégradées,2,0.0121580547112462
délocalisée,2,0.0121580547112462
départ,2,0.0121580547112462
départs,2,0.0121580547112462
dépendant,2,0.0121580547112462
déplacer,2,0.0121580547112462
déplacée,2,0.0121580547112462
déshabiller,2,0.0121580547112462
détente,2,0.0121580547112462
développé,2,0.0121580547112462
effectués,2,0.0121580547112462
efficientes,2,0.0121580547112462
effort,2,0.0121580547112462
ends,2,0.0121580547112462
enfer,2,0.0121580547112462
engagement,2,0.0121580547112462
engagés,2,0.0121580547112462
engendrant,2,0.0121580547112462
entendu,2,0.0121580547112462
entorse,2,0.0121580547112462
entraide,2,0.0121580547112462
entraîner,2,0.0121580547112462
entretien,2,0.0121580547112462
envers,2,0.0121580547112462
environ,2,0.0121580547112462
envoyé,2,0.0121580547112462
erreur,2,0.0121580547112462
erreurs,2,0.0121580547112462
essentiellement,2,0.0121580547112462
excellente,2,0.0121580547112462
experte,2,0.0121580547112462
expertise,2,0.0121580547112462
exposer,2,0.0121580547112462
expérience,2,0.0121580547112462
expérimentés,2,0.0121580547112462
extracliniques,2,0.0121580547112462
faible,2,0.0121580547112462
fais,2,0.0121580547112462
fenetres,2,0.0121580547112462
fenêtres,2,0.0121580547112462
fermer,2,0.0121580547112462
fiable,2,0.0121580547112462
fiables,2,0.0121580547112462
filtre,2,0.0121580547112462
financiere,2,0.0121580547112462
financiers,2,0.0121580547112462
financière,2,0.0121580547112462
fièvre,2,0.0121580547112462
flexibilité,2,0.0121580547112462
fluides,2,0.0121580547112462
fmc,2,0.0121580547112462
force,2,0.0121580547112462
forme,2,0.0121580547112462
former,2,0.0121580547112462
fractures,2,0.0121580547112462
france,2,0.0121580547112462
fréquentes,2,0.0121580547112462
fréquents,2,0.0121580547112462
gagner,2,0.0121580547112462
garder,2,0.0121580547112462
geste,2,0.0121580547112462
globalement,2,0.0121580547112462
graduations,2,0.0121580547112462
grippal,2,0.0121580547112462
gros,2,0.0121580547112462
grosse,2,0.0121580547112462
groupe,2,0.0121580547112462
gynéco,2,0.0121580547112462
général,2,0.0121580547112462
généralement,2,0.0121580547112462
génération,2,0.0121580547112462
gérable,2,0.0121580547112462
gériatriques,2,0.0121580547112462
gérés,2,0.0121580547112462
gêne,2,0.0121580547112462
honnête,2,0.0121580547112462
hospitaliere,2,0.0121580547112462
humanité,2,0.0121580547112462
hébergements,2,0.0121580547112462
identifié,2,0.0121580547112462
idéales,2,0.0121580547112462
imageries,2,0.0121580547112462
immense,2,0.0121580547112462
immédiates,2,0.0121580547112462
immédiats,2,0.0121580547112462
implication,2,0.0121580547112462
importants,2,0.0121580547112462
inattendue,2,0.0121580547112462
incluant,2,0.0121580547112462
individuelles,2,0.0121580547112462
indécent,2,0.0121580547112462
infection,2,0.0121580547112462
infirmière,2,0.0121580547112462
information,2,0.0121580547112462
informatiques,2,0.0121580547112462
inférieur,2,0.0121580547112462
installation,2,0.0121580547112462
intense,2,0.0121580547112462
intercurrent,2,0.0121580547112462
interlocuteurs,2,0.0121580547112462
interminables,2,0.0121580547112462
interruptions,2,0.0121580547112462
intra,2,0.0121580547112462
intégrées,2,0.0121580547112462
intéressant,2,0.0121580547112462
inutile,2,0.0121580547112462
irm,2,0.0121580547112462
isolé,2,0.0121580547112462
jeunes,2,0.0121580547112462
journées,2,0.0121580547112462
judiciaire,2,0.0121580547112462
juniors,2,0.0121580547112462
lave,2,0.0121580547112462
leger,2,0.0121580547112462
lesquels,2,0.0121580547112462
limites,2,0.0121580547112462
liée,2,0.0121580547112462
loin,2,0.0121580547112462
longtemps,2,0.0121580547112462
légal,2,0.0121580547112462
légers,2,0.0121580547112462
légitime,2,0.0121580547112462
légère,2,0.0121580547112462
maillage,2,0.0121580547112462
majoration,2,0.0121580547112462
malgré,2,0.0121580547112462
malheureusement,2,0.0121580547112462
massage,2,0.0121580547112462
matérielles,2,0.0121580547112462
mauvaise,2,0.0121580547112462
maxi,2,0.0121580547112462
medico,2,0.0121580547112462
meilleures,2,0.0121580547112462
meilleurs,2,0.0121580547112462
menacer,2,0.0121580547112462
menaçant,2,0.0121580547112462
mental,2,0.0121580547112462
min,2,0.0121580547112462
minima,2,0.0121580547112462
mobile,2,0.0121580547112462
mobilisation,2,0.0121580547112462
mobiliser,2,0.0121580547112462
moitié,2,0.0121580547112462
monter,2,0.0121580547112462
moral,2,0.0121580547112462
motivé,2,0.0121580547112462
motivés,2,0.0121580547112462
méd,2,0.0121580547112462
médecines,2,0.0121580547112462
médicalisation,2,0.0121580547112462
médicalisé,2,0.0121580547112462
mélange,2,0.0121580547112462
nationaux,2,0.0121580547112462
necessitant,2,0.0121580547112462
nette,2,0.0121580547112462
neuro,2,0.0121580547112462
nom,2,0.0121580547112462
nombreuses,2,0.0121580547112462
norme,2,0.0121580547112462
nouveaux,2,0.0121580547112462
négocier,2,0.0121580547112462
objective,2,0.0121580547112462
obligatoires,2,0.0121580547112462
offre,2,0.0121580547112462
ondes,2,0.0121580547112462
open,2,0.0121580547112462
oriente,2,0.0121580547112462
outils,2,0.0121580547112462
ouvertes,2,0.0121580547112462
ouverts,2,0.0121580547112462
ouverture,2,0.0121580547112462
pallier,2,0.0121580547112462
panne,2,0.0121580547112462
pansements,2,0.0121580547112462
paraméd,2,0.0121580547112462
paravents,2,0.0121580547112462
parfaitement,2,0.0121580547112462
parients,2,0.0121580547112462
parle,2,0.0121580547112462
parler,2,0.0121580547112462
partenaires,2,0.0121580547112462
partent,2,0.0121580547112462
participer,2,0.0121580547112462
particulier,2,0.0121580547112462
passe,2,0.0121580547112462
passionnant,2,0.0121580547112462
pathologique,2,0.0121580547112462
penser,2,0.0121580547112462
perdre,2,0.0121580547112462
performant,2,0.0121580547112462
performantes,2,0.0121580547112462
perfusion,2,0.0121580547112462
perso,2,0.0121580547112462
petit,2,0.0121580547112462
pics,2,0.0121580547112462
placer,2,0.0121580547112462
plaies,2,0.0121580547112462
planifié,2,0.0121580547112462
planifiée,2,0.0121580547112462
plateaux,2,0.0121580547112462
pleins,2,0.0121580547112462
plâtre,2,0.0121580547112462
point,2,0.0121580547112462
politiques,2,0.0121580547112462
porte,2,0.0121580547112462
portes,2,0.0121580547112462
possibilités,2,0.0121580547112462
postées,2,0.0121580547112462
potentiellement,2,0.0121580547112462
potes,2,0.0121580547112462
pourra,2,0.0121580547112462
pourraient,2,0.0121580547112462
pourvu,2,0.0121580547112462
premiers,2,0.0121580547112462
prenant,2,0.0121580547112462
prend,2,0.0121580547112462
prennent,2,0.0121580547112462
prescrire,2,0.0121580547112462
prescrits,2,0.0121580547112462
primo,2,0.0121580547112462
privée,2,0.0121580547112462
processus,2,0.0121580547112462
prochains,2,0.0121580547112462
procédure,2,0.0121580547112462
procédurière,2,0.0121580547112462
prodigués,2,0.0121580547112462
professionnelles,2,0.0121580547112462
profonde,2,0.0121580547112462
proposée,2,0.0121580547112462
protéger,2,0.0121580547112462
protégé,2,0.0121580547112462
précautions,2,0.0121580547112462
précise,2,0.0121580547112462
préjudice,2,0.0121580547112462
préserver,2,0.0121580547112462
prévenir,2,0.0121580547112462
prêt,2,0.0121580547112462
psychiatres,2,0.0121580547112462
psychique,2,0.0121580547112462
puissent,2,0.0121580547112462
pâtir,2,0.0121580547112462
pédagogie,2,0.0121580547112462
pénibilité,2,0.0121580547112462
pénurie,2,0.0121580547112462
péril,2,0.0121580547112462
qualitative,2,0.0121580547112462
qualitativement,2,0.0121580547112462
quasi,2,0.0121580547112462
quitte,2,0.0121580547112462
rad,2,0.0121580547112462
radiologue,2,0.0121580547112462
radiologues,2,0.0121580547112462
ratios,2,0.0121580547112462
rea,2,0.0121580547112462
recentré,2,0.0121580547112462
recommandation,2,0.0121580547112462
reconnaissant,2,0.0121580547112462
reconnu,2,0.0121580547112462
recos,2,0.0121580547112462
recrutement,2,0.0121580547112462
refus,2,0.0121580547112462
refuse,2,0.0121580547112462
regard,2,0.0121580547112462
regulateur,2,0.0121580547112462
rendre,2,0.0121580547112462
renfort,2,0.0121580547112462
renouvellement,2,0.0121580547112462
repas,2,0.0121580547112462
repenser,2,0.0121580547112462
repondu,2,0.0121580547112462
reporter,2,0.0121580547112462
repose,2,0.0121580547112462
représentant,2,0.0121580547112462
requérant,2,0.0121580547112462
respectent,2,0.0121580547112462
responsables,2,0.0121580547112462
ressent,2,0.0121580547112462
ressenti,2,0.0121580547112462
ressentie,2,0.0121580547112462
ressentir,2,0.0121580547112462
restent,2,0.0121580547112462
retour,2,0.0121580547112462
revalorisation,2,0.0121580547112462
revanche,2,0.0121580547112462
riche,2,0.0121580547112462
rotation,2,0.0121580547112462
route,2,0.0121580547112462
rtt,2,0.0121580547112462
réalisation,2,0.0121580547112462
réalisé,2,0.0121580547112462
réalisée,2,0.0121580547112462
récemment,2,0.0121580547112462
récent,2,0.0121580547112462
réception,2,0.0121580547112462
récupération,2,0.0121580547112462
réflexions,2,0.0121580547112462
régional,2,0.0121580547112462
régulés,2,0.0121580547112462
réorienter,2,0.0121580547112462
réorienté,2,0.0121580547112462
répondant,2,0.0121580547112462
réponses,2,0.0121580547112462
résolue,2,0.0121580547112462
réversibles,2,0.0121580547112462
salariale,2,0.0121580547112462
secours,2,0.0121580547112462
secretaire,2,0.0121580547112462
sectorisée,2,0.0121580547112462
sectorisées,2,0.0121580547112462
semblent,2,0.0121580547112462
sent,2,0.0121580547112462
sentiment,2,0.0121580547112462
sentir,2,0.0121580547112462
serein,2,0.0121580547112462
seule,2,0.0121580547112462
sieste,2,0.0121580547112462
signe,2,0.0121580547112462
simu,2,0.0121580547112462
sociales,2,0.0121580547112462
sociaux,2,0.0121580547112462
soignantes,2,0.0121580547112462
sol,2,0.0121580547112462
sollicité,2,0.0121580547112462
solutions,2,0.0121580547112462
souffrance,2,0.0121580547112462
soulagement,2,0.0121580547112462
sport,2,0.0121580547112462
stabilité,2,0.0121580547112462
stable,2,0.0121580547112462
stop,2,0.0121580547112462
stress,2,0.0121580547112462
structuré,2,0.0121580547112462
suffisantes,2,0.0121580547112462
suite,2,0.0121580547112462
suivant,2,0.0121580547112462
supérieur,2,0.0121580547112462
surcharge,2,0.0121580547112462
survie,2,0.0121580547112462
susceptible,2,0.0121580547112462
sympathique,2,0.0121580547112462
symptomatique,2,0.0121580547112462
symptome,2,0.0121580547112462
symptomes,2,0.0121580547112462
syndrome,2,0.0121580547112462
série,2,0.0121580547112462
tache,2,0.0121580547112462
tactile,2,0.0121580547112462
tenir,2,0.0121580547112462
thoraciques,2,0.0121580547112462
thérapeutiques,2,0.0121580547112462
tnc,2,0.0121580547112462
totale,2,0.0121580547112462
traités,2,0.0121580547112462
transports,2,0.0121580547112462
traumatisme,2,0.0121580547112462
traumatismes,2,0.0121580547112462
traumatologique,2,0.0121580547112462
trier,2,0.0121580547112462
trio,2,0.0121580547112462
trié,2,0.0121580547112462
triés,2,0.0121580547112462
trois,2,0.0121580547112462
tsu,2,0.0121580547112462
tâche,2,0.0121580547112462
télé,2,0.0121580547112462
uniformisé,2,0.0121580547112462
usc,2,0.0121580547112462
utilisateurs,2,0.0121580547112462
utilisation,2,0.0121580547112462
utopique,2,0.0121580547112462
valider,2,0.0121580547112462
vaste,2,0.0121580547112462
vehicules,2,0.0121580547112462
verbale,2,0.0121580547112462
veulent,2,0.0121580547112462
victimes,2,0.0121580547112462
vide,2,0.0121580547112462
vides,2,0.0121580547112462
vienne,2,0.0121580547112462
vient,2,0.0121580547112462
vite,2,0.0121580547112462
vivant,2,0.0121580547112462
vivre,2,0.0121580547112462
voire,2,0.0121580547112462
volume,2,0.0121580547112462
vulnérables,2,0.0121580547112462
zao,2,0.0121580547112462
zest,2,0.0121580547112462
âge,2,0.0121580547112462
échange,2,0.0121580547112462
échanges,2,0.0121580547112462
échelle,2,0.0121580547112462
écho,2,0.0121580547112462
échéance,2,0.0121580547112462
éduqués,2,0.0121580547112462
énergie,2,0.0121580547112462
énorme,2,0.0121580547112462
équipée,2,0.0121580547112462
équivalent,2,0.0121580547112462
évalué,2,0.0121580547112462
évolue,2,0.0121580547112462
évolution,2,0.0121580547112462
évoquer,2,0.0121580547112462
évènement,2,0.0121580547112462
événements,2,0.0121580547112462
aag,1,0.0060790273556231
aalllllez,1,0.0060790273556231
abcd,1,0.0060790273556231
abdominale,1,0.0060790273556231
abdominales,1,0.0060790273556231
aboutir,1,0.0060790273556231
aboutissant,1,0.0060790273556231
abrité,1,0.0060790273556231
absente,1,0.0060790273556231
absolu,1,0.0060790273556231
absolument,1,0.0060790273556231
acceptant,1,0.0060790273556231
accepter,1,0.0060790273556231
acceuil,1,0.0060790273556231
accidentelle,1,0.0060790273556231
accompagné,1,0.0060790273556231
accord,1,0.0060790273556231
accouchements,1,0.0060790273556231
accro,1,0.0060790273556231
accru,1,0.0060790273556231
accrue,1,0.0060790273556231
accueillante,1,0.0060790273556231
accueille,1,0.0060790273556231
accéder,1,0.0060790273556231
accés,1,0.0060790273556231
acoustique,1,0.0060790273556231
acr,1,0.0060790273556231
act,1,0.0060790273556231
active,1,0.0060790273556231
activement,1,0.0060790273556231
actualisé,1,0.0060790273556231
actualisés,1,0.0060790273556231
actuelement,1,0.0060790273556231
actuels,1,0.0060790273556231
administration,1,0.0060790273556231
administrations,1,0.0060790273556231
admission,1,0.0060790273556231
adresse,1,0.0060790273556231
adresser,1,0.0060790273556231
adultes,1,0.0060790273556231
aerée,1,0.0060790273556231
affaires,1,0.0060790273556231
affection,1,0.0060790273556231
affluence,1,0.0060790273556231
agent,1,0.0060790273556231
aggraver,1,0.0060790273556231
agir,1,0.0060790273556231
agit,1,0.0060790273556231
agitation,1,0.0060790273556231
agitations,1,0.0060790273556231
agrandissement,1,0.0060790273556231
agravation,1,0.0060790273556231
agressifs,1,0.0060790273556231
agés,1,0.0060790273556231
aides,1,0.0060790273556231
aigues,1,0.0060790273556231
aiguiller,1,0.0060790273556231
ailleurs,1,0.0060790273556231
airs,1,0.0060790273556231
alentour,1,0.0060790273556231
allant,1,0.0060790273556231
allers,1,0.0060790273556231
allongé,1,0.0060790273556231
allouant,1,0.0060790273556231
allégé,1,0.0060790273556231
alternance,1,0.0060790273556231
alternances,1,0.0060790273556231
altéré,1,0.0060790273556231
altérée,1,0.0060790273556231
aléatoire,1,0.0060790273556231
ambulances,1,0.0060790273556231
ambulncier,1,0.0060790273556231
amené,1,0.0060790273556231
amuac,1,0.0060790273556231
amènerait,1,0.0060790273556231
améliorants,1,0.0060790273556231
amélioré,1,0.0060790273556231
aménagées,1,0.0060790273556231
analyses,1,0.0060790273556231
anamnestique,1,0.0060790273556231
annuels,1,0.0060790273556231
années,1,0.0060790273556231
anomalie,1,0.0060790273556231
anomalies,1,0.0060790273556231
antalgiques,1,0.0060790273556231
anticipent,1,0.0060790273556231
aout,1,0.0060790273556231
apaisant,1,0.0060790273556231
apaisante,1,0.0060790273556231
apaisé,1,0.0060790273556231
app,1,0.0060790273556231
appareil,1,0.0060790273556231
apparue,1,0.0060790273556231
appellent,1,0.0060790273556231
applicable,1,0.0060790273556231
application,1,0.0060790273556231
appliqués,1,0.0060790273556231
apporter,1,0.0060790273556231
approfondies,1,0.0060790273556231
approfondissement,1,0.0060790273556231
appuyer,1,0.0060790273556231
appuyée,1,0.0060790273556231
aptes,1,0.0060790273556231
argent,1,0.0060790273556231
armé,1,0.0060790273556231
armées,1,0.0060790273556231
arriver,1,0.0060790273556231
arrivés,1,0.0060790273556231
arrêts,1,0.0060790273556231
arrêté,1,0.0060790273556231
articles,1,0.0060790273556231
artérielle,1,0.0060790273556231
asd,1,0.0060790273556231
association,1,0.0060790273556231
associe,1,0.0060790273556231
associé,1,0.0060790273556231
associés,1,0.0060790273556231
assume,1,0.0060790273556231
assumer,1,0.0060790273556231
assure,1,0.0060790273556231
assurer,1,0.0060790273556231
assurée,1,0.0060790273556231
atb,1,0.0060790273556231
atbt,1,0.0060790273556231
atroces,1,0.0060790273556231
atteindre,1,0.0060790273556231
attend,1,0.0060790273556231
attendait,1,0.0060790273556231
attention,1,0.0060790273556231
attractif,1,0.0060790273556231
attractive,1,0.0060790273556231
aucuns,1,0.0060790273556231
audieux,1,0.0060790273556231
augmentant,1,0.0060790273556231
augmente,1,0.0060790273556231
augmentés,1,0.0060790273556231
auquel,1,0.0060790273556231
automatisation,1,0.0060790273556231
autonomes,1,0.0060790273556231
autorisation,1,0.0060790273556231
autrement,1,0.0060790273556231
avancer,1,0.0060790273556231
avancé,1,0.0060790273556231
avancée,1,0.0060790273556231
avisés,1,0.0060790273556231
avéré,1,0.0060790273556231
axes,1,0.0060790273556231
aérés,1,0.0060790273556231
basiques,1,0.0060790273556231
bastia,1,0.0060790273556231
batiment,1,0.0060790273556231
batiments,1,0.0060790273556231
batir,1,0.0060790273556231
batterie,1,0.0060790273556231
beancardier,1,0.0060790273556231
belle,1,0.0060790273556231
belles,1,0.0060790273556231
benne,1,0.0060790273556231
bibliographie,1,0.0060790273556231
bientôt,1,0.0060790273556231
bienveillants,1,0.0060790273556231
biologies,1,0.0060790273556231
bizarre,1,0.0060790273556231
